iterations	timeStamps	Strategy	Node Destroy Operator	Node Repair Operator	Path Destroy Operator	Path Repair Operator	New Cost	Current Cost	Best Cost	Cumulative Known Solutions
691	35.498	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353277	353266	353266	214
692	35.522	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353293	353266	353266	214
693	35.54	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353277	353266	353266	214
694	35.563	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353293	353266	353266	214
695	35.582	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353277	353266	353266	214
696	35.608	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353293	353266	353266	214
697	35.623	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353277	353266	353266	214
698	35.652	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353293	353266	353266	214
699	35.67	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353277	353266	353266	214
700	35.695	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353293	353266	353266	214
701	35.712	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353277	353266	353266	214
702	35.737	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353293	353266	353266	214
703	35.752	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353277	353266	353266	214
704	35.775	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353293	353266	353266	214
705	35.794	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353277	353266	353266	214
706	35.819	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353293	353266	353266	214
707	35.838	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353277	353266	353266	214
708	35.862	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353293	353266	353266	214
709	35.879	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353277	353266	353266	214
710	35.904	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353293	353266	353266	214
711	35.92	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353277	353266	353266	214
712	35.945	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353293	353266	353266	214
713	35.962	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353277	353266	353266	214
714	35.99	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353293	353293	353266	214
715	36.077	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	353303	353303	353266	215
716	36.175	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	353290	353290	353266	216
717	36.274	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	353303	353303	353266	216
718	36.375	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	353290	353290	353266	216
719	36.468	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	353303	353303	353266	216
720	36.56	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	353303	353303	353266	216
721	36.661	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	353290	353290	353266	216
722	36.756	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	353303	353303	353266	216
723	36.855	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	353290	353290	353266	216
724	36.952	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	353303	353303	353266	216
725	37.038	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	353282	353282	353266	217
726	37.111	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	353285	353285	353266	218
727	37.176	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	353278	353278	353266	219
728	37.242	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	353267	353267	353266	220
729	37.298	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	361268	353267	353266	221
730	37.38	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	353268	353268	353266	221
731	37.426	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	361083	353268	353266	222
732	37.504	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	353266	353266	353266	222
733	37.545	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	361083	353266	353266	223
734	37.627	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	353268	353268	353266	223
735	37.669	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	361083	353266	353266	223
736	37.751	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	353268	353268	353266	223
737	37.798	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	361083	353268	353266	223
738	37.873	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	353266	353266	353266	223
739	37.916	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	361083	353266	353266	223
740	38.004	pathfirst	Node Random Removal	Node Random Insert	Path Random Removal	Path K-max Length Insert	353268	353268	353266	223
741	38.023	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path Random Insert	353295	353268	353266	224
742	38.094	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	225
743	38.164	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	225
744	38.233	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	225
745	38.302	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	225
746	38.367	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	225
747	38.432	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	225
748	38.498	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	225
749	38.57	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	225
750	38.643	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	225
751	38.711	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	225
752	38.784	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	225
753	38.851	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	225
754	38.914	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	225
755	38.983	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	225
756	39.094	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353290	353290	353266	226
757	39.222	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353291	353291	353266	227
758	39.343	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353290	353290	353266	227
759	39.472	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353291	353291	353266	227
760	39.586	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353290	353290	353266	228
761	39.727	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353303	353303	353266	229
762	39.875	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353294	353294	353266	230
763	40.006	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353303	353303	353266	230
764	40.092	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353284	353284	353266	231
765	40.17	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353277	353277	353266	232
766	40.255	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353305	353305	353266	233
767	40.345	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353298	353298	353266	234
768	40.433	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353298	353298	353266	235
769	40.528	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353296	353296	353266	236
770	40.609	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353301	353301	353266	237
771	40.693	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353318	353318	353266	238
772	40.784	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353297	353297	353266	239
773	40.872	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353299	353299	353266	240
774	40.97	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353302	353302	353266	241
775	41.084	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353297	353266	353266	242
776	41.206	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353305	353266	353266	243
777	41.328	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Node-Frequency Insert	353305	353266	353266	243
778	41.451	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Node-Frequency Insert	353304	353266	353266	244
779	41.566	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Node-Frequency Insert	353304	353266	353266	244
780	41.686	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Node-Frequency Insert	353304	353266	353266	244
781	41.807	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Node-Frequency Insert	353304	353266	353266	244
782	41.921	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Node-Frequency Insert	353304	353266	353266	244
783	42.043	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path Node-Frequency Insert	353304	353304	353266	244
784	42.067	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353305	353305	353266	245
785	42.095	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353278	353278	353266	246
786	42.116	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353306	353306	353266	247
787	42.147	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353314	353314	353266	248
788	42.174	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353291	353291	353266	249
789	42.203	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353282	353282	353266	250
790	42.223	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353294	353294	353266	251
791	42.246	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353306	353306	353266	251
792	42.268	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353282	353282	353266	252
793	42.301	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353298	353298	353266	253
794	42.325	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353293	353293	353266	254
795	42.351	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353278	353278	353266	254
796	42.377	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353306	353306	353266	254
797	42.408	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353314	353314	353266	254
798	42.432	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353291	353291	353266	254
799	42.46	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353282	353282	353266	254
800	42.482	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353294	353294	353266	254
801	42.506	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353306	353306	353266	254
802	42.528	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353282	353282	353266	254
803	42.558	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353298	353298	353266	254
804	42.584	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353293	353293	353266	254
805	42.615	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353278	353278	353266	254
806	42.639	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353306	353306	353266	254
807	42.668	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353314	353314	353266	254
808	42.692	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353291	353291	353266	254
809	42.721	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353282	353282	353266	254
810	42.742	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353294	353294	353266	254
811	42.767	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353306	353306	353266	254
812	42.788	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353282	353282	353266	254
813	42.822	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353298	353298	353266	254
814	42.847	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353293	353293	353266	254
815	42.877	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353278	353278	353266	254
816	42.908	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353306	353306	353266	254
817	42.942	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353314	353314	353266	254
818	42.971	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path Node-Frequency Insert	353291	353291	353266	254
819	43.129	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path Node-Frequency Insert	353280	353280	353266	255
820	43.255	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path Node-Frequency Insert	353284	353284	353266	256
821	43.369	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path Node-Frequency Insert	353294	353294	353266	257
822	43.491	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path Node-Frequency Insert	353280	353280	353266	258
823	43.624	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path Node-Frequency Insert	353291	353291	353266	259
824	43.767	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path Node-Frequency Insert	353305	353305	353266	260
825	43.876	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path Node-Frequency Insert	353276	353276	353266	261
826	43.996	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path Node-Frequency Insert	353282	353282	353266	262
827	44.079	pathfirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path Random Insert	353312	353282	353266	263
828	44.153	pathfirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path Random Insert	353312	353282	353266	263
829	44.237	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	353312	353282	353266	263
830	44.297	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	353319	353266	353266	264
831	44.353	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	353319	353266	353266	264
832	44.415	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	353319	353266	353266	264
833	44.468	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	353319	353266	353266	264
834	44.527	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	353319	353266	353266	264
835	44.583	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	353319	353266	353266	264
836	44.639	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	353319	353266	353266	264
837	44.695	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	353319	353266	353266	264
838	44.751	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	353319	353266	353266	264
839	44.805	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	353319	353266	353266	264
840	44.868	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	353319	353266	353266	264
841	44.922	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	353319	353266	353266	264
842	44.991	pathfirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Random Insert	353319	353319	353266	264
843	45.089	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353296	353296	353266	265
844	45.18	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353310	353310	353266	266
845	45.262	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353307	353307	353266	267
846	45.348	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353320	353320	353266	268
847	45.449	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353280	353280	353266	269
848	45.541	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353293	353293	353266	270
849	45.629	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353307	353307	353266	270
850	45.704	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353278	353278	353266	271
851	45.797	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353310	353310	353266	272
852	45.89	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353303	353303	353266	273
853	45.981	nodefirst	Node Random Removal	Node Random Insert	Path Random Removal	Path Random Insert	353306	353306	353266	274
854	46.005	pathfirst	nodeNullDestroy	nodeNullRepair	Path Random Removal	Path Random Insert	353297	353297	353266	275
855	46.04	pathfirst	nodeNullDestroy	nodeNullRepair	Path Random Removal	Path Random Insert	353331	353266	353266	276
856	46.069	pathfirst	nodeNullDestroy	nodeNullRepair	Path Random Removal	Path Random Insert	353331	353266	353266	276
857	46.095	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Random Insert	353319	353266	353266	276
858	46.122	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Random Insert	353319	353266	353266	276
859	46.148	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Random Insert	353319	353266	353266	276
860	46.176	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path Random Insert	353319	353266	353266	276
861	46.206	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
862	46.236	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
863	46.267	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
864	46.298	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
865	46.331	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
866	46.361	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
867	46.391	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
868	46.421	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
869	46.451	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
870	46.482	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
871	46.512	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
872	46.542	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
873	46.578	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
874	46.611	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
875	46.646	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
876	46.675	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
877	46.707	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
878	46.74	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
879	46.773	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
880	46.807	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
881	46.836	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
882	46.864	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
883	46.894	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
884	46.926	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
885	46.959	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
886	46.987	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353320	353266	353266	277
887	47.066	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353266	278
888	47.151	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353266	279
889	47.235	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353266	279
890	47.325	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353266	279
891	47.411	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353266	279
892	47.502	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353266	279
893	47.588	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353266	279
894	47.669	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353266	279
895	47.755	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353266	279
896	47.839	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353266	279
897	47.927	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353266	279
898	48.019	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353266	279
899	48.094	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353282	353282	353266	280
900	48.165	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353302	353302	353266	281
901	48.252	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	361114	353302	353266	282
902	48.328	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353279	353279	353266	283
903	48.393	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	361100	353279	353266	284
904	48.482	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353302	353302	353266	284
905	48.536	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	361100	353266	353266	285
906	48.62	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353290	353290	353266	286
907	48.69	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	361114	353290	353266	286
908	48.764	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353267	353267	353266	287
909	48.826	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	361101	353267	353266	288
910	48.921	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353290	353290	353266	288
911	48.995	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	361114	353290	353266	288
