iterations	timeStamps	Strategy	Node Destroy Operator	Node Repair Operator	Path Destroy Operator	Path Repair Operator	New Cost	Current Cost	Best Cost	Cumulative Known Solutions
225	14.115	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353298	353298	353268	96
226	14.143	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353268	353268	353268	96
227	14.174	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353298	353298	353268	96
228	14.207	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353298	353298	353268	96
229	14.234	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353268	353268	353268	96
230	14.266	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353298	353298	353268	96
231	14.294	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353268	353268	353268	96
232	14.327	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353298	353298	353268	96
233	14.362	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353298	353298	353268	96
234	14.391	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353268	353268	353268	96
235	14.42	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353298	353298	353268	96
236	14.448	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353268	353268	353268	96
237	14.477	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353298	353298	353268	96
238	14.512	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353298	353298	353268	96
239	14.541	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353268	353268	353268	96
240	14.57	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353298	353298	353268	96
241	14.601	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353268	353268	353268	96
242	14.632	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353298	353298	353268	96
243	14.667	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353298	353298	353268	96
244	14.699	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353268	353268	353268	96
245	14.729	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353298	353298	353268	96
246	14.758	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353268	353268	353268	96
247	14.791	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353298	353298	353268	96
248	14.825	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353298	353298	353268	96
249	14.852	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353268	353268	353268	96
250	14.882	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353298	353298	353268	96
251	14.909	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353268	353268	353268	96
252	14.938	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353298	353298	353268	96
253	14.97	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length Removal	Path K-max Length Insert	353298	353298	353268	96
254	14.994	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	361258	353298	353268	97
255	15.078	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353287	353287	353268	98
256	15.13	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353296	353296	353268	99
257	15.198	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353271	353271	353268	100
258	15.25	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	361273	353268	353268	101
259	15.298	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353270	353270	353268	102
260	15.373	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353298	353298	353268	103
261	15.425	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353270	353270	353268	104
262	15.472	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	361268	353270	353268	105
263	15.52	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353270	353270	353268	105
264	15.592	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353298	353298	353268	105
265	15.642	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353270	353270	353268	105
266	15.691	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	361268	353270	353268	105
267	15.736	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353275	353275	353268	106
268	15.791	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	361273	353268	353268	106
269	15.835	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353270	353270	353268	106
270	15.935	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	353291	353291	353268	107
271	15.975	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path K-max Length Insert	361092	353291	353268	108
272	15.999	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353268	109
273	16.027	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353268	110
274	16.05	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353268	111
275	16.073	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353268	111
276	16.097	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353268	111
277	16.123	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353268	111
278	16.148	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353268	111
279	16.171	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353268	111
280	16.196	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353268	111
281	16.221	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353268	111
282	16.244	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353268	111
283	16.274	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353268	111
284	16.298	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353268	111
285	16.322	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353268	111
286	16.348	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353268	111
287	16.37	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353268	111
288	16.395	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353268	111
289	16.42	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353268	111
290	16.444	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353268	111
291	16.468	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353268	111
292	16.491	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353268	111
293	16.52	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353268	111
294	16.546	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353268	111
295	16.568	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353268	111
296	16.594	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353268	111
297	16.617	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353268	111
298	16.644	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353268	111
299	16.669	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353268	111
300	16.696	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353268	111
301	16.72	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353268	111
302	16.742	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353268	111
303	16.771	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353268	111
304	16.794	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353268	111
305	16.815	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353268	111
306	16.838	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353268	111
307	16.86	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353268	111
308	16.892	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353268	111
309	16.915	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353268	111
310	16.937	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353268	111
311	16.961	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353271	353271	353268	111
312	16.985	pathfirst	nodeNullDestroy	nodeNullRepair	Path Average-Length-Difference Removal	Path K-max Length Insert	353270	353270	353268	111
313	17.077	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353303	353303	353268	112
314	17.166	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353279	353279	353268	113
315	17.257	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353303	353303	353268	113
316	17.344	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353279	353279	353268	113
317	17.432	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353303	353303	353268	113
318	17.526	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length Removal	Path K-max Length Insert	353303	353303	353268	113
319	17.612	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path K-max Length Insert	353276	353276	353268	114
320	17.701	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path K-max Length Insert	353304	353304	353268	115
321	17.786	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path K-max Length Insert	353276	353276	353268	116
322	17.876	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path K-max Length Insert	353304	353304	353268	117
323	17.969	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path K-max Length Insert	353304	353304	353268	118
324	18.094	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path K-max Length Insert	353270	353270	353268	119
325	18.187	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path K-max Length Insert	353276	353276	353268	120
326	18.299	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path K-max Length Insert	353293	353293	353268	121
327	18.423	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path K-max Length Insert	353299	353299	353268	122
328	18.515	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path K-max Length Insert	353282	353282	353268	123
329	18.613	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path K-max Length Insert	353286	353286	353268	124
330	18.723	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path K-max Length Insert	353276	353276	353268	125
331	18.828	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path K-max Length Insert	353268	353268	353268	126
332	18.928	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path K-max Length Insert	353288	353288	353268	127
333	19.017	nodefirst	Node Random Removal	Node Random Insert	Path Cardinality Removal	Path K-max Length Insert	353286	353286	353268	128
334	19.102	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path K-max Length Insert	353284	353284	353268	129
335	19.184	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path K-max Length Insert	353284	353284	353268	130
336	19.269	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path K-max Length Insert	353284	353284	353268	131
337	19.354	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path K-max Length Insert	353284	353284	353268	131
338	19.45	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path K-max Length Insert	353267	353267	353267	132
339	19.54	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path K-max Length Insert	353267	353267	353267	132
340	19.625	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path K-max Length Insert	353267	353267	353267	132
341	19.707	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path K-max Length Insert	353267	353267	353267	132
342	19.789	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path K-max Length Insert	353267	353267	353267	132
343	19.872	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353307	353267	353267	133
344	19.96	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353307	353267	353267	133
345	20.078	nodefirst	Node Random Removal	Node Random Insert	Path Node-Frequency Removal	Path Node-Frequency Insert	353318	353318	353267	134
346	20.119	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353304	353304	353267	135
347	20.16	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353322	353322	353267	136
348	20.198	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353304	353304	353267	136
349	20.233	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353306	353306	353267	137
350	20.267	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353275	353275	353267	138
351	20.302	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353306	353306	353267	138
352	20.332	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353275	353275	353267	138
353	20.365	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353306	353306	353267	138
354	20.401	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353306	353306	353267	138
355	20.437	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353275	353275	353267	138
356	20.475	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353306	353306	353267	138
357	20.51	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353275	353275	353267	138
358	20.548	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353306	353306	353267	138
359	20.584	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353306	353306	353267	138
360	20.617	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353275	353275	353267	138
361	20.652	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353306	353306	353267	138
362	20.684	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353275	353275	353267	138
363	20.722	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353306	353306	353267	138
364	20.761	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353306	353306	353267	138
365	20.793	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353275	353275	353267	138
366	20.832	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353306	353306	353267	138
367	20.867	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353275	353275	353267	138
368	20.904	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353306	353306	353267	138
369	20.944	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353306	353306	353267	138
370	20.975	pathfirst	nodeNullDestroy	nodeNullRepair	Path Cardinality Removal	Path Random Insert	353275	353275	353267	138
371	21.046	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353269	353269	353267	139
372	21.119	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353269	353269	353267	139
373	21.187	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353269	353269	353267	139
374	21.262	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	140
375	21.334	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	140
376	21.403	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	140
377	21.474	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	140
378	21.544	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	140
379	21.613	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	140
380	21.687	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	140
381	21.756	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	140
382	21.829	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	140
383	21.904	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	140
384	21.979	nodefirst	Node Random Removal	Node Random Insert	pathNullDestroy	pathNullRepair	353266	353266	353266	140
385	22.033	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353302	353266	353266	141
386	22.081	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353302	353266	353266	141
387	22.131	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353302	353266	353266	141
388	22.176	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353302	353266	353266	141
389	22.224	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353302	353266	353266	141
390	22.276	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353302	353266	353266	141
391	22.326	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353302	353266	353266	141
392	22.376	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353302	353266	353266	141
393	22.425	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353302	353266	353266	141
394	22.473	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353302	353266	353266	141
395	22.523	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353302	353266	353266	141
396	22.569	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353302	353266	353266	141
397	22.617	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353302	353266	353266	141
398	22.666	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353302	353266	353266	141
399	22.715	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353302	353266	353266	141
400	22.766	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353302	353266	353266	141
401	22.814	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353302	353266	353266	141
402	22.863	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353302	353266	353266	141
403	22.912	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353302	353266	353266	141
404	22.96	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353302	353266	353266	141
405	23.01	pathfirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353302	353266	353266	141
406	23.088	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353283	353266	353266	142
407	23.164	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353291	353266	353266	143
408	23.242	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353283	353266	353266	143
409	23.316	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353291	353266	353266	143
410	23.396	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353283	353266	353266	143
411	23.47	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353291	353266	353266	143
412	23.552	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353283	353266	353266	143
413	23.625	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353291	353266	353266	143
414	23.703	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353283	353266	353266	143
415	23.783	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353291	353266	353266	143
416	23.86	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353283	353266	353266	143
417	23.937	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353291	353266	353266	143
418	24.016	nodefirst	Node Random Removal	Node Random Insert	Path Average-Length-Difference Removal	Path Random Insert	353283	353283	353266	143
419	24.041	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353304	353304	353266	144
420	24.071	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353301	353301	353266	145
421	24.094	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353310	353310	353266	146
422	24.124	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353295	353295	353266	147
423	24.147	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353300	353300	353266	148
424	24.177	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353313	353313	353266	149
425	24.2	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353299	353299	353266	150
426	24.228	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353320	353320	353266	151
427	24.254	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353318	353318	353266	152
428	24.284	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353301	353301	353266	153
429	24.309	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353303	353303	353266	154
430	24.336	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353287	353287	353266	155
431	24.358	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353310	353310	353266	155
432	24.387	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353294	353294	353266	156
433	24.408	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353299	353299	353266	157
434	24.438	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353315	353315	353266	158
435	24.46	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353299	353299	353266	158
436	24.492	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353320	353320	353266	158
437	24.518	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353318	353318	353266	158
438	24.548	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353301	353301	353266	158
439	24.573	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353303	353303	353266	158
440	24.602	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353287	353287	353266	158
441	24.626	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353310	353310	353266	158
442	24.656	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353294	353294	353266	158
443	24.679	pathfirst	nodeNullDestroy	nodeNullRepair	Path Node-Frequency Removal	Path K-max Length Insert	353299	353299	353266	158
